game_status;enemy_status;state_dict;memory_coords;memory_battle_status;timestamp
{'return_status': 0};{'enemy_count': 0};{};{'x_coords': 184, 'y_coords': 196, 'map_number': (2, 0, 113), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686328459.5136058
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 184, 'y_coords': 196, 'map_number_tuple': (2, 0, 113), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 184, 'y_coords': 196, 'map_number': (2, 0, 113), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686328459.6145625
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 184, 'y_coords': 196, 'map_number_tuple': (2, 0, 113), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 184, 'y_coords': 196, 'map_number': (2, 0, 113), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686328459.7152243
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 184, 'y_coords': 196, 'map_number_tuple': (2, 0, 113), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 184, 'y_coords': 196, 'map_number': (2, 0, 113), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686328459.8155227
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 184, 'y_coords': 196, 'map_number_tuple': (2, 0, 113), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 184, 'y_coords': 196, 'map_number': (2, 0, 113), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686328459.915791
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 184, 'y_coords': 196, 'map_number_tuple': (2, 0, 113), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 184, 'y_coords': 196, 'map_number': (2, 0, 113), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686328460.0165863
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 184, 'y_coords': 196, 'map_number_tuple': (2, 0, 113), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 184, 'y_coords': 196, 'map_number': (2, 0, 113), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686328460.1166782
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 184, 'y_coords': 196, 'map_number_tuple': (2, 0, 113), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 184, 'y_coords': 196, 'map_number': (2, 0, 113), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686328460.217387
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 184, 'y_coords': 196, 'map_number_tuple': (2, 0, 113), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 184, 'y_coords': 196, 'map_number': (2, 0, 113), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686328460.31788
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 185, 'y_coords': 196, 'map_number_tuple': (2, 0, 113), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 185, 'y_coords': 196, 'map_number': (2, 0, 113), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686328460.4186842
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 185, 'y_coords': 196, 'map_number_tuple': (2, 0, 113), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 185, 'y_coords': 196, 'map_number': (2, 0, 113), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686328460.519579
