game_status;enemy_status;state_dict;memory_coords;memory_battle_status;timestamp
{'return_status': 0};{'enemy_count': 0};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327355.6837804
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327355.7842867
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327355.8846664
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327355.9848342
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327356.0850801
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327356.1857624
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327356.2860076
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327356.387007
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327356.4881785
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327356.5886376
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327356.6890674
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327356.7891922
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327356.889674
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327356.9898262
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327357.0907574
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327357.1914496
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327357.2916076
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327357.392188
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327357.4926908
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327357.592747
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 760, 'y_coords': 300, 'map_number_tuple': (2, 1, 156), 'face_dir': 0, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{};{'x_coords': 760, 'y_coords': 300, 'map_number': (2, 1, 156), 'face_dir': 0, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327357.6933272
