game_status;enemy_status;state_dict;memory_coords;memory_battle_status;timestamp
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 740, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': '', 'money': '74836\n'};{'x_coords': 740, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327445.7291174
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 741, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': '', 'money': '74836\n'};{'x_coords': 741, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327445.829389
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 741, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': '', 'money': '74836\n'};{'x_coords': 741, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327445.9302113
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 741, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Route P3.Ch. 3 2\n', 'money': '74836\n'};{'x_coords': 742, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327446.0302963
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 742, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Route P3.Ch. 3 2\n', 'money': '74836\n'};{'x_coords': 742, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327446.1312673
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 742, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Route P3.Ch. 3 2\n', 'money': '74836\n'};{'x_coords': 742, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327446.2321298
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 742, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Route P3.Ch. 3 2\n', 'money': '74836\n'};{'x_coords': 743, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327446.3323073
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 743, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Route P3.Ch. 3 2\n', 'money': '74836\n'};{'x_coords': 743, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327446.4328716
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 743, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Route P3.Ch. 3 2\n', 'money': '74836\n'};{'x_coords': 744, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327446.5332923
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 744, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Route P3.Ch. 3 2\n', 'money': '74836\n'};{'x_coords': 744, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327446.6337929
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 744, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Route P3.Ch. 3 2\n', 'money': '74836\n'};{'x_coords': 744, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327446.7339375
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 744, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Route P3.Ch. 3 2\n', 'money': '74836\n'};{'x_coords': 745, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327446.834048
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 745, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Route P3.Ch. 3 2\n', 'money': '74836\n'};{'x_coords': 745, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327446.9347594
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 745, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Route P3.Ch. 3 2\n', 'money': '74836\n'};{'x_coords': 745, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327447.0353935
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 746, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Route P3.Ch. 3 2\n', 'money': '74836\n'};{'x_coords': 746, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327447.135955
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 746, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Route P3.Ch. 3 2\n', 'money': '74836\n'};{'x_coords': 746, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327447.2368119
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 747, 'y_coords': 276, 'map_number_tuple': (2, 1, 114), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Route P3.Ch. 3 2\n', 'money': '74836\n'};{'x_coords': 747, 'y_coords': 276, 'map_number': (2, 1, 114), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327447.3373253
