game_status;enemy_status;state_dict;memory_coords;memory_battle_status;timestamp
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 763, 'y_coords': 302, 'map_number_tuple': (2, 1, 156), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Indella Town Ch. 3\n', 'money': '74836\n'};{'x_coords': 763, 'y_coords': 302, 'map_number': (2, 1, 156), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327385.7331266
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 763, 'y_coords': 302, 'map_number_tuple': (2, 1, 156), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Indella Town Ch. 3\n', 'money': '74836\n'};{'x_coords': 763, 'y_coords': 302, 'map_number': (2, 1, 156), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327385.8331635
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 763, 'y_coords': 302, 'map_number_tuple': (2, 1, 156), 'face_dir': 3, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Indella Town Ch. 3\n', 'money': '74836\n'};{'x_coords': 763, 'y_coords': 302, 'map_number': (2, 1, 156), 'face_dir': 3, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327385.9334733
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 763, 'y_coords': 302, 'map_number_tuple': (2, 1, 156), 'face_dir': 1, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Indella Town Ch. 3\n', 'money': '74836\n'};{'x_coords': 763, 'y_coords': 302, 'map_number': (2, 1, 156), 'face_dir': 1, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327386.0337162
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 763, 'y_coords': 301, 'map_number_tuple': (2, 1, 156), 'face_dir': 1, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Indella Town Ch. 3\n', 'money': '74836\n'};{'x_coords': 763, 'y_coords': 301, 'map_number': (2, 1, 156), 'face_dir': 1, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327386.1341705
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 763, 'y_coords': 301, 'map_number_tuple': (2, 1, 156), 'face_dir': 1, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Indella Town Ch. 3\n', 'money': '74836\n'};{'x_coords': 763, 'y_coords': 301, 'map_number': (2, 1, 156), 'face_dir': 1, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327386.2343318
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 763, 'y_coords': 301, 'map_number_tuple': (2, 1, 156), 'face_dir': 1, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Indella Town Ch. 3\n', 'money': '74836\n'};{'x_coords': 763, 'y_coords': 301, 'map_number': (2, 1, 156), 'face_dir': 2, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327386.3346417
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 763, 'y_coords': 301, 'map_number_tuple': (2, 1, 156), 'face_dir': 2, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Indella Town Ch. 3\n', 'money': '74836\n'};{'x_coords': 763, 'y_coords': 301, 'map_number': (2, 1, 156), 'face_dir': 2, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327386.4357493
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 762, 'y_coords': 301, 'map_number_tuple': (2, 1, 156), 'face_dir': 2, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Indella Town Ch. 3\n', 'money': '74836\n'};{'x_coords': 762, 'y_coords': 301, 'map_number': (2, 1, 156), 'face_dir': 2, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327386.5367715
{'return_status': 1, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 762, 'y_coords': 301, 'map_number_tuple': (2, 1, 156), 'face_dir': 2, 'transport': 0, 'battle_time_passed': None, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};{'enemy_count': None};{'address': 'Indella Town Ch. 3\n', 'money': '74836\n'};{'x_coords': 762, 'y_coords': 301, 'map_number': (2, 1, 156), 'face_dir': 2, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 0, 'battle_time_passed': None, 'battle_option_ready': None};1686327386.6376677
