game_status;enemy_status;state_dict;memory_coords;memory_battle_status;timestamp
{'return_status': 21, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 720, 'y_coords': 269, 'map_number_tuple': (2, 1, 114), 'face_dir': 1, 'transport': 0, 'battle_time_passed': 18.48, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};"{'enemy_count': 1, 'enemy_1_sleeping': False, 'enemy_1_hp_pct': 100, 'enemy_1_name_Lv': '83Lv514\n', 'enemy_1_info': {'No': 83, 'Pokemon': ""Farfetch'd"", 'Hp': 52, 'Gender': 1, 'CatchRate': 45, 'Types': 'Normal/Flying', 'CatchMethod': 3, 'Chinese': '大葱鸭'}}";{'address': 'Route 13 Ch. 3\n', 'money': '79936\n'};{'x_coords': 720, 'y_coords': 269, 'map_number': (2, 1, 114), 'face_dir': 1, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 4076887240, 'battle_time_passed': 18.52, 'battle_option_ready': 0};1686327595.8077729
{'return_status': 21, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 720, 'y_coords': 269, 'map_number_tuple': (2, 1, 114), 'face_dir': 1, 'transport': 0, 'battle_time_passed': 18.56, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};"{'enemy_count': 1, 'enemy_1_sleeping': False, 'enemy_1_hp_pct': 100, 'enemy_1_name_Lv': '83Lv514\n', 'enemy_1_info': {'No': 83, 'Pokemon': ""Farfetch'd"", 'Hp': 52, 'Gender': 1, 'CatchRate': 45, 'Types': 'Normal/Flying', 'CatchMethod': 3, 'Chinese': '大葱鸭'}}";{'address': 'Route 13 Ch. 3\n', 'money': '79936\n'};{'x_coords': 720, 'y_coords': 269, 'map_number': (2, 1, 114), 'face_dir': 1, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 4076887240, 'battle_time_passed': 18.62, 'battle_option_ready': 0};1686327595.908194
{'return_status': 21, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 720, 'y_coords': 269, 'map_number_tuple': (2, 1, 114), 'face_dir': 1, 'transport': 0, 'battle_time_passed': 18.65, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};"{'enemy_count': 1, 'enemy_1_sleeping': False, 'enemy_1_hp_pct': 100, 'enemy_1_name_Lv': '83Lv514\n', 'enemy_1_info': {'No': 83, 'Pokemon': ""Farfetch'd"", 'Hp': 52, 'Gender': 1, 'CatchRate': 45, 'Types': 'Normal/Flying', 'CatchMethod': 3, 'Chinese': '大葱鸭'}}";{'address': 'Route 13 Ch. 3\n', 'money': '79936\n'};{'x_coords': 720, 'y_coords': 269, 'map_number': (2, 1, 114), 'face_dir': 1, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 4076887240, 'battle_time_passed': 18.73, 'battle_option_ready': 0};1686327596.0085003
{'return_status': 21, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 720, 'y_coords': 269, 'map_number_tuple': (2, 1, 114), 'face_dir': 1, 'transport': 0, 'battle_time_passed': 18.79, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};"{'enemy_count': 1, 'enemy_1_sleeping': False, 'enemy_1_hp_pct': 100, 'enemy_1_name_Lv': '83Lv514\n', 'enemy_1_info': {'No': 83, 'Pokemon': ""Farfetch'd"", 'Hp': 52, 'Gender': 1, 'CatchRate': 45, 'Types': 'Normal/Flying', 'CatchMethod': 3, 'Chinese': '大葱鸭'}}";{'address': 'Route 13 Ch. 3\n', 'money': '79936\n'};{'x_coords': 720, 'y_coords': 269, 'map_number': (2, 1, 114), 'face_dir': 1, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 4076887240, 'battle_time_passed': 18.81, 'battle_option_ready': 0};1686327596.108786
{'return_status': 20, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 720, 'y_coords': 269, 'map_number_tuple': (2, 1, 114), 'face_dir': 1, 'transport': 0, 'battle_time_passed': 18.88, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};"{'enemy_count': 1, 'enemy_1_sleeping': False, 'enemy_1_hp_pct': 100, 'enemy_1_name_Lv': '83Lv514\n', 'enemy_1_info': {'No': 83, 'Pokemon': ""Farfetch'd"", 'Hp': 52, 'Gender': 1, 'CatchRate': 45, 'Types': 'Normal/Flying', 'CatchMethod': 3, 'Chinese': '大葱鸭'}}";{'address': 'Route 13 Ch. 3\n', 'money': '79936\n'};{'x_coords': 720, 'y_coords': 269, 'map_number': (2, 1, 114), 'face_dir': 1, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 4076887240, 'battle_time_passed': 18.92, 'battle_option_ready': 1};1686327596.2097
{'return_status': 20, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 720, 'y_coords': 269, 'map_number_tuple': (2, 1, 114), 'face_dir': 1, 'transport': 0, 'battle_time_passed': 18.98, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};"{'enemy_count': 1, 'enemy_1_sleeping': False, 'enemy_1_hp_pct': 100, 'enemy_1_name_Lv': '83Lv514\n', 'enemy_1_info': {'No': 83, 'Pokemon': ""Farfetch'd"", 'Hp': 52, 'Gender': 1, 'CatchRate': 45, 'Types': 'Normal/Flying', 'CatchMethod': 3, 'Chinese': '大葱鸭'}}";{'address': 'Route 13 Ch. 3\n', 'money': '79936\n'};{'x_coords': 720, 'y_coords': 269, 'map_number': (2, 1, 114), 'face_dir': 1, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 4076887240, 'battle_time_passed': 19.03, 'battle_option_ready': 1};1686327596.3103867
{'return_status': 20, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 720, 'y_coords': 269, 'map_number_tuple': (2, 1, 114), 'face_dir': 1, 'transport': 0, 'battle_time_passed': 19.06, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};"{'enemy_count': 1, 'enemy_1_sleeping': False, 'enemy_1_hp_pct': 100, 'enemy_1_name_Lv': '83Lv514\n', 'enemy_1_info': {'No': 83, 'Pokemon': ""Farfetch'd"", 'Hp': 52, 'Gender': 1, 'CatchRate': 45, 'Types': 'Normal/Flying', 'CatchMethod': 3, 'Chinese': '大葱鸭'}}";{'address': 'Route 13 Ch. 3\n', 'money': '79936\n'};{'x_coords': 720, 'y_coords': 269, 'map_number': (2, 1, 114), 'face_dir': 1, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 4076887240, 'battle_time_passed': 19.12, 'battle_option_ready': 1};1686327596.410593
{'return_status': 20, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 720, 'y_coords': 269, 'map_number_tuple': (2, 1, 114), 'face_dir': 1, 'transport': 0, 'battle_time_passed': 19.17, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};"{'enemy_count': 1, 'enemy_1_sleeping': False, 'enemy_1_hp_pct': 100, 'enemy_1_name_Lv': '83Lv514\n', 'enemy_1_info': {'No': 83, 'Pokemon': ""Farfetch'd"", 'Hp': 52, 'Gender': 1, 'CatchRate': 45, 'Types': 'Normal/Flying', 'CatchMethod': 3, 'Chinese': '大葱鸭'}}";{'address': 'Route 13 Ch. 3\n', 'money': '79936\n'};{'x_coords': 720, 'y_coords': 269, 'map_number': (2, 1, 114), 'face_dir': 1, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 4076887240, 'battle_time_passed': 19.23, 'battle_option_ready': 1};1686327596.5110707
{'return_status': 20, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 720, 'y_coords': 269, 'map_number_tuple': (2, 1, 114), 'face_dir': 1, 'transport': 0, 'battle_time_passed': 19.25, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};"{'enemy_count': 1, 'enemy_1_sleeping': False, 'enemy_1_hp_pct': 100, 'enemy_1_name_Lv': '83Lv514\n', 'enemy_1_info': {'No': 83, 'Pokemon': ""Farfetch'd"", 'Hp': 52, 'Gender': 1, 'CatchRate': 45, 'Types': 'Normal/Flying', 'CatchMethod': 3, 'Chinese': '大葱鸭'}}";{'address': 'Route 13 Ch. 3\n', 'money': '79936\n'};{'x_coords': 720, 'y_coords': 269, 'map_number': (2, 1, 114), 'face_dir': 1, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 4076887240, 'battle_time_passed': 19.33, 'battle_option_ready': 1};1686327596.6112027
{'return_status': 20, 'check_battle_end_pokemon_caught': (False, []), 'x_coords': 720, 'y_coords': 269, 'map_number_tuple': (2, 1, 114), 'face_dir': 1, 'transport': 0, 'battle_time_passed': 19.39, 'skill_pp': {'点到为止': 0, '甜甜香气': 0, '蘑菇孢子': 0}};"{'enemy_count': 1, 'enemy_1_sleeping': False, 'enemy_1_hp_pct': 100, 'enemy_1_name_Lv': '83Lv514\n', 'enemy_1_info': {'No': 83, 'Pokemon': ""Farfetch'd"", 'Hp': 52, 'Gender': 1, 'CatchRate': 45, 'Types': 'Normal/Flying', 'CatchMethod': 3, 'Chinese': '大葱鸭'}}";{'address': 'Route 13 Ch. 3\n', 'money': '79936\n'};{'x_coords': 720, 'y_coords': 269, 'map_number': (2, 1, 114), 'face_dir': 1, 'transport': 0};{'player_info_not_sure_address': 3937488048, 'battle_instance_address': 4076887240, 'battle_time_passed': 19.44, 'battle_option_ready': 1};1686327596.7119489
